id,name,type,desc,atk,def,level,race,attribute,archetype,image_url,image_path,simplified_type,image_id
76902476,Mecha Phantom Beast Turtletracer,Effect Monster,"This card's Level is increased by the total Levels of all ""Mecha Phantom Beast Tokens"" you control. While you control a Token, this card cannot be destroyed by battle or card effects. Each turn, the first ""Mecha Phantom Beast Token"" you control that would be destroyed by battle, is not destroyed.",500,2000,3,Machine,WIND,Mecha Phantom Beast,https://images.ygoprodeck.com/images/cards_cropped/76902476.jpg,training_data_final/training_images/76902476.jpg,effect monster,76902476.jpg
81846636,Gem-Knight Lazuli,Effect Monster,If this card is sent to the Graveyard by a card effect: You can target 1 Normal Monster in your Graveyard; add that target to your hand.,600,100,1,Rock,EARTH,Gem-,https://images.ygoprodeck.com/images/cards_cropped/81846636.jpg,training_data_final/training_images/81846636.jpg,effect monster,81846636.jpg
7563579,Performage Plushfire,Pendulum Effect Monster,"[ Pendulum Effect ] 
If a ""Performage"" monster(s) you control is destroyed by battle or card effect: You can Special Summon this card from your Pendulum Zone, then take 500 damage. You can only use this effect of ""Performage Plushfire"" once per turn.
[ Monster Effect ] 
If this card on the field is destroyed by battle or card effect: You can Special Summon 1 ""Performage"" monster from your hand or Deck, except ""Performage Plushfire"".",1000,1000,4,Spellcaster,FIRE,Performage,https://images.ygoprodeck.com/images/cards_cropped/7563579.jpg,training_data_final/training_images/7563579.jpg,effect monster,7563579.jpg
44665365,Herald of Perfection,Ritual Effect Monster,"You can Ritual Summon this card with ""Dawn of the Herald"". During either player's turn, when your opponent activates a Spell Card, Trap Card, or monster effect: You can send 1 Fairy-Type monster from your hand to the Graveyard; negate the activation, and if you do, destroy it.",1800,2800,6,Fairy,LIGHT,Herald,https://images.ygoprodeck.com/images/cards_cropped/44665365.jpg,training_data_final/training_images/44665365.jpg,effect monster,44665365.jpg
90407382,The Kick Man,Effect Monster,"When this card is Special Summoned, you can equip 1 appropriate Equip Spell Card from your Graveyard to this card.",1300,300,3,Zombie,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/90407382.jpg,training_data_final/training_images/90407382.jpg,effect monster,90407382.jpg
34130561,Gaia the Magical Knight,Effect Monster,"(This card is also always treated as a ""Gaia The Fierce Knight"" card.)
If you control no monsters, or your opponent controls a monster with 2300 or more ATK, you can Normal Summon this card without Tributing. If this card is Normal or Special Summoned: You can Special Summon 1 Level 5 Dragon monster from your hand or GY in Defense Position. You can only use this effect of ""Gaia the Magical Knight"" once per turn.",2300,2100,7,Warrior,LIGHT,Gaia The Fierce Knight,https://images.ygoprodeck.com/images/cards_cropped/34130561.jpg,training_data_final/training_images/34130561.jpg,effect monster,34130561.jpg
52786469,Laval Warrior,Effect Monster,"When this card destroys an opponent's monster by battle: Inflict damage to your opponent equal to the original ATK of the destroyed monster. You must have 4 or more ""Laval"" monsters with different names in your Graveyard to activate and to resolve this effect.",1800,500,4,Warrior,FIRE,Laval,https://images.ygoprodeck.com/images/cards_cropped/52786469.jpg,training_data_final/training_images/52786469.jpg,effect monster,52786469.jpg
51858306,Eclipse Wyvern,Effect Monster,If this card is sent to the Graveyard: Banish 1 Level 7 or higher LIGHT or DARK Dragon-Type monster from your Deck. If this card is banished from your Graveyard: You can add the monster banished by this card's effect to your hand.,1600,1000,4,Dragon,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/51858306.jpg,training_data_final/training_images/51858306.jpg,effect monster,51858306.jpg
35089369,"Pulao, Wind of the Yang Zing",Effect Monster,"When this card you control is destroyed by battle or card effect and sent to your Graveyard: You can Special Summon 1 ""Yang Zing"" monster from your Deck in Attack Position, except ""Pulao, Wind of the Yang Zing"". You can only use this effect of ""Pulao, Wind of the Yang Zing"" once per turn. Once per turn, during your opponent's Main Phase or Battle Phase, you can: Immediately after this effect resolves, Synchro Summon 1 Synchro Monster, using only ""Yang Zing"" monsters you control (this is a Quick Effect). A Synchro Monster that used this card as a Synchro Material is unaffected by Spell effects.",0,1800,1,Wyrm,WIND,Yang Zing,https://images.ygoprodeck.com/images/cards_cropped/35089369.jpg,training_data_final/training_images/35089369.jpg,effect monster,35089369.jpg
72318602,Red Gardna,Effect Monster,"During either player's turn, when your opponent activates a card or effect while you control a ""Red Dragon Archfiend"" monster: You can send this card from your hand to the Graveyard; this turn, monsters you control cannot be destroyed by your opponent's card effects.",0,2000,4,Fiend,FIRE,Archfiend,https://images.ygoprodeck.com/images/cards_cropped/72318602.jpg,training_data_final/training_images/72318602.jpg,effect monster,72318602.jpg
55013285,Troop Dragon,Effect Monster,"If this card is destroyed by battle and sent to the GY: Special Summon 1 ""Troop Dragon"" from your Deck.",700,800,2,Dragon,WIND,Unknown,https://images.ygoprodeck.com/images/cards_cropped/55013285.jpg,training_data_final/training_images/55013285.jpg,effect monster,55013285.jpg
88733579,Drill Bug,Effect Monster,"When this card inflicts Battle Damage to your opponent's Life Points, you can select 1 ""Parasite Paracide"" card from your Deck, shuffle the Deck, and place ""Parasite Paracide"" on top of the Deck.",1100,200,2,Insect,EARTH,Parasite,https://images.ygoprodeck.com/images/cards_cropped/88733579.jpg,training_data_final/training_images/88733579.jpg,effect monster,88733579.jpg
41230939,Cyberdark Horn,Effect Monster,"If this card is Normal Summoned: Target 1 Level 3 or lower Dragon monster in your GY; equip that Dragon monster to this card. Gains ATK equal to the original ATK of the monster equipped to it by this effect. If this card attacks a Defense Position monster, inflict piercing battle damage. If this card would be destroyed by battle, destroy the monster equipped to it by its effect, instead.",800,800,4,Machine,DARK,Cyberdark,https://images.ygoprodeck.com/images/cards_cropped/41230939.jpg,training_data_final/training_images/41230939.jpg,effect monster,41230939.jpg
87468732,Clock Arc,Pendulum Effect Monster,"[ Pendulum Effect ] 
If you control no monsters, or only Pendulum Monsters, apply this effect, based on this card's Pendulum Zone.
● Left: Reduce its Pendulum Scale by 3.
● Right: Increase its Pendulum Scale by 4.
During your opponent's Standby Phase: You can Special Summon this card.
[ Monster Effect ] 
If this card is Special Summoned to a zone that is not the center Main Monster Zone, destroy it. Cannot be destroyed by battle. Once per turn, during your opponent's End Phase: You can target 1 card in your Pendulum Zone; destroy it, and if you do, place this card in your Pendulum Zone.",600,1200,4,Machine,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/87468732.jpg,training_data_final/training_images/87468732.jpg,effect monster,87468732.jpg
67853262,Magician of Faithfulness,Flip Effect Monster,"FLIP: You can target 1 Spell in your GY; add it to your hand, then you can Special Summon 1 ""Magician of Faith"" or ""Magician of Faithfulness"" from your Deck in face-down Defense Position. You can only use this effect of ""Magician of Faithfulness"" once per turn.",600,800,5,Spellcaster,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/67853262.jpg,training_data_final/training_images/67853262.jpg,effect monster,67853262.jpg
78936551,"Shafu, the Wheeled Mayakashi",Effect Monster,"If this card is Normal or Special Summoned: You can target 1 ""Mayakashi"" monster in your GY, except ""Shafu, the Wheeled Mayakashi""; Special Summon it in Defense Position, but negate its effects. You can only use this effect of ""Shafu, the Wheeled Mayakashi"" once per turn. You cannot Special Summon monsters from the Extra Deck, except ""Mayakashi"" monsters.",1200,400,3,Zombie,EARTH,Mayakashi,https://images.ygoprodeck.com/images/cards_cropped/78936551.jpg,training_data_final/training_images/78936551.jpg,effect monster,78936551.jpg
32314730,Koa'ki Meiru Crusader,Effect Monster,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 Beast-Warrior-Type monster in your hand. If this card destroys an opponent's monster by battle, you can add 1 ""Koa'ki Meiru"" card from your Graveyard to your hand.",1900,1300,4,Beast-Warrior,EARTH,Koa'ki Meiru,https://images.ygoprodeck.com/images/cards_cropped/32314730.jpg,training_data_final/training_images/32314730.jpg,effect monster,32314730.jpg
58016954,Shaddoll Zefranaga,Pendulum Effect Monster,"[ Pendulum Effect ] 
You cannot Pendulum Summon monsters, except ""Shaddoll"" and ""Zefra"" monsters. This effect cannot be negated.
[ Monster Effect ] 
If this card is Pendulum Summoned or sent to the GY: You can target 1 card in either player's Pendulum Zone; return it to the hand. You must have a ""Zefra"" card in your Pendulum Zone to activate and to resolve this effect. You can only use this effect of ""Shaddoll Zefranaga"" once per turn.",900,100,2,Spellcaster,DARK,Shaddoll,https://images.ygoprodeck.com/images/cards_cropped/58016954.jpg,training_data_final/training_images/58016954.jpg,effect monster,58016954.jpg
16268841,Zolga,Effect Monster,When a monster is Tribute Summoned by Tributing this card: The owner of this card gains 2000 Life Points.,1700,1200,4,Fairy,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/16268841.jpg,training_data_final/training_images/16268841.jpg,effect monster,16268841.jpg
60741115,Damage Eater,Effect Monster,"During your opponent's turn, when your opponent activates a card or effect that would inflict damage, you can remove from play this card in your Graveyard to change that effect so it increases Life Points by the same amount instead.",100,800,2,Fiend,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/60741115.jpg,training_data_final/training_images/60741115.jpg,effect monster,60741115.jpg
19353570,Kagemucha Knight,Effect Monster,When you Normal Summon a Level 3 monster: You can Special Summon this card from your hand. Cannot be used as Synchro Material.,0,0,3,Warrior,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/19353570.jpg,training_data_final/training_images/19353570.jpg,effect monster,19353570.jpg
83315222,Battlin' Boxer Promoter,Effect Monster,"If your opponent controls a monster: You can Special Summon this card from your hand. You can Tribute this card; Special Summon up to 2 ""Battlin' Boxer"" monsters with different names from your Deck, except ""Battlin' Boxer Promoter"". You can banish this card from your GY; increase or decrease the Levels of all ""Battlin' Boxer"" monsters you currently control by 1. You can only use each effect of ""Battlin' Boxer Promoter"" once per turn, also you cannot Special Summon monsters during the turn you activate any of this card's effects, except ""Battlin' Boxer"" monsters.",1700,800,4,Warrior,FIRE,Battlin' Boxer,https://images.ygoprodeck.com/images/cards_cropped/83315222.jpg,training_data_final/training_images/83315222.jpg,effect monster,83315222.jpg
5285665,Elemental HERO Neo Bubbleman,Effect Monster,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending an ""Elemental Hero Bubbleman"" you control and ""Metamorphosis"" in your hand to the Graveyard. This card's name is treated as ""Elemental Hero Bubbleman"" while it is face-up on the field. Destroy an opponent's monster that battles this card at the end of the Damage Step.",800,1200,4,Warrior,WATER,Elemental HERO,https://images.ygoprodeck.com/images/cards_cropped/5285665.jpg,training_data_final/training_images/5285665.jpg,effect monster,5285665.jpg
55119278,Morphtronic Radion,Effect Monster,"● While in Attack Position: ""Morphtronic"" monsters you control gain 800 ATK. ● While in Defense Position: ""Morphtronic"" monsters you control gain 1000 DEF.",1000,900,4,Thunder,LIGHT,Morphtronic,https://images.ygoprodeck.com/images/cards_cropped/55119278.jpg,training_data_final/training_images/55119278.jpg,effect monster,55119278.jpg
24040093,Fabled Grimro,Effect Monster,"If you control a face-up ""Fabled"" monster: You can send this card from your hand to the Graveyard; add 1 ""Fabled"" monster from your Deck to your hand, except ""Fabled Grimro"".",1700,1000,4,Fiend,LIGHT,Fabled,https://images.ygoprodeck.com/images/cards_cropped/24040093.jpg,training_data_final/training_images/24040093.jpg,effect monster,24040093.jpg
72270339,Diabellstar the Black Witch,Effect Monster,"You can Special Summon this card (from your hand) by sending 1 card from your hand or field to the GY. You can only Special Summon ""Diabellstar the Black Witch"" once per turn this way. You can only use each of the following effects of ""Diabellstar the Black Witch"" once per turn. If this card is Normal or Special Summoned: You can Set 1 ""Sinful Spoils"" Spell/Trap directly from your Deck. During your opponent's turn, if this card is sent from its owner's hand or field to the GY: You can send 1 card from your hand or field to the GY, and if you do, Special Summon this card.",2500,2000,7,Spellcaster,DARK,Diabellstar,https://images.ygoprodeck.com/images/cards_cropped/72270339.jpg,training_data_final/training_images/72270339.jpg,effect monster,72270339.jpg
69931927,Earthbound Immortal Chacu Challhua,Effect Monster,"There can only be 1 ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot target this card for attacks. This card can attack your opponent directly. Once per turn: You can inflict damage to your opponent equal to half this card's DEF on the field. This card cannot attack during the turn you activate this effect. While this card is in Defense Position, your opponent cannot conduct their Battle Phase.",2900,2400,10,Fish,DARK,Earthbound,https://images.ygoprodeck.com/images/cards_cropped/69931927.jpg,training_data_final/training_images/69931927.jpg,effect monster,69931927.jpg
17185260,Inferno Hammer,Effect Monster,"When this card destroys your opponent's monster and sends it to the Graveyard as a result of battle, you can select 1 face-up monster on your opponent's side of the field and flip it into face-down Defense Position.",2400,0,6,Fiend,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/17185260.jpg,training_data_final/training_images/17185260.jpg,effect monster,17185260.jpg
58074177,Odd-Eyes Wing Dragon,Synchro Pendulum Effect Monster,"[ Pendulum Effect ] 
Once per turn, before damage calculation, if your monster battles an opponent's monster: You can make your monster gain ATK equal to the opponent's monster's ATK, until the end of the Damage Step.
[ Monster Effect ] 
1 DARK Tuner + 1 non-Tuner ""Clear Wing"" monster
If this card in the Monster Zone is destroyed: You can place this card in your Pendulum Zone. You can only use 1 of the following effects of ""Odd-Eyes Wing Dragon"" per turn, and only once that turn.
● You can target 1 Effect Monster your opponent controls; negate its effects until the end of this turn.
● During the Battle Phase, if you control this Synchro Summoned card (Quick Effect): You can destroy all Level 5 or higher monsters your opponent controls.",3000,2500,8,Dragon,DARK,Clear Wing,https://images.ygoprodeck.com/images/cards_cropped/58074177.jpg,training_data_final/training_images/58074177.jpg,effect monster,58074177.jpg
13241004,Fluffal Penguin,Effect Monster,"During your Main Phase: You can Special Summon 1 ""Fluffal"" monster from your hand, except ""Fluffal Penguin"". This effect can only be used once while this card is face-up on the field. If this card is sent to the Graveyard as a Fusion Material for a Fusion Summon of a ""Frightfur"" Fusion Monster: You can draw 2 cards, then discard 1 card. You can only use this effect of ""Fluffal Penguin"" once per turn.",1600,1100,4,Fairy,WATER,Fluffal,https://images.ygoprodeck.com/images/cards_cropped/13241004.jpg,training_data_final/training_images/13241004.jpg,effect monster,13241004.jpg
95004025,"Majesty Maiden, the True Dracocaster",Effect Monster,"To Tribute Summon this card face-up, you can Tribute a Continuous Spell/Trap you control, instead of a monster. Once per turn, when your opponent activates a card or effect while you control this Tribute Summoned monster (Quick Effect): You can add 1 ""True Draco"" or ""True King"" monster from your Deck to your hand.",2300,1500,5,Wyrm,WIND,True Draco,https://images.ygoprodeck.com/images/cards_cropped/95004025.jpg,training_data_final/training_images/95004025.jpg,effect monster,95004025.jpg
52571838,Creeping Doom Manta,Effect Monster,"When this card is Normal Summoned successfully, no Trap Cards can be activated.",1300,1200,3,Fish,WATER,Unknown,https://images.ygoprodeck.com/images/cards_cropped/52571838.jpg,training_data_final/training_images/52571838.jpg,effect monster,52571838.jpg
38107923,Dark Nephthys,Effect Monster,If you have 3 or more DARK monsters in your Graveyard and this card in your hand: You can banish 2 of them from your Graveyard; send this card from your hand to the Graveyard. During your next Standby Phase after this card was sent to the Graveyard by this effect: Special Summon this card from the Graveyard. When this card is Special Summoned: Target 1 Spell/Trap Card on the field; destroy that target.,2400,1600,8,Winged Beast,DARK,Nephthys,https://images.ygoprodeck.com/images/cards_cropped/38107923.jpg,training_data_final/training_images/38107923.jpg,effect monster,38107923.jpg
63223260,Photon Satellite,Effect Monster,"Once per turn: You can target 1 other ""Photon"" monster you control; the Levels of both that monster and this card become the combined current Levels of those 2 monsters.",0,0,1,Machine,LIGHT,Photon,https://images.ygoprodeck.com/images/cards_cropped/63223260.jpg,training_data_final/training_images/63223260.jpg,effect monster,63223260.jpg
81480461,Barrel Dragon,Effect Monster,Once per turn: You can target 1 monster your opponent controls; toss a coin 3 times and destroy it if at least 2 of the results are heads.,2600,2200,7,Machine,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/81480461.jpg,training_data_final/training_images/81480461.jpg,effect monster,81480461.jpg
24508238,D.D. Crow,Effect Monster,"(Quick Effect): You can discard this card to the GY, then target 1 card in your opponent's GY; banish that target.",100,100,1,Winged Beast,DARK,D.D.,https://images.ygoprodeck.com/images/cards_cropped/24508238.jpg,training_data_final/training_images/24508238.jpg,effect monster,24508238.jpg
77901552,Hieratic Dragon of Tefnuit,Effect Monster,"If only your opponent controls a monster, you can Special Summon this card (from your hand). This card cannot attack during the turn it is Special Summoned this way. When this card is Tributed: Special Summon 1 Dragon Normal Monster from your hand, Deck, or GY, but make its ATK/DEF 0.",2100,1400,6,Dragon,LIGHT,Hieratic,https://images.ygoprodeck.com/images/cards_cropped/77901552.jpg,training_data_final/training_images/77901552.jpg,effect monster,77901552.jpg
29432356,Zefraath,Pendulum Effect Monster,"[ Pendulum Effect ] 
During your Main Phase: You can add 1 ""Zefra"" Pendulum Monster from your Deck to your Extra Deck face-up, and if you do, change this card's Pendulum Scale to be the same as that Pendulum Monster's, until the end of this turn. You can only use this effect of ""Zefraath"" once per turn.
[ Monster Effect ] 
Cannot be Normal Summoned/Set. Must be Special Summoned (from your face-up Extra Deck) by Tributing all monsters you control, including at least 3 ""Zefra"" monsters, and cannot be Special Summoned by other ways. After you Special Summon this card, you can conduct 1 Pendulum Summon of a ""Zefra"" monster(s) during your Main Phase this turn, in addition to your Pendulum Summon. (You can only gain this effect once per turn.) Once per turn: You can Tribute 1 monster; Special Summon 1 ""Zefra"" monster from your Deck.",3450,2950,11,Rock,EARTH,Zefra,https://images.ygoprodeck.com/images/cards_cropped/29432356.jpg,training_data_final/training_images/29432356.jpg,effect monster,29432356.jpg
9400127,"Flogos, the Ogdoadic Boundless",Effect Monster,"If this card is sent from the field to the GY, or Special Summoned from the GY: You can target 1 face-up monster your opponent controls, and 1 monster in their GY with an equal or higher ATK than that target; Special Summon that monster from the GY to their field, and if you do, send that other monster they control to the GY. If this card is in your GY: You can send 1 card from your hand to the GY; add this card to your hand. You can only use each effect of ""Flogos, the Ogdoadic Boundless"" once per turn.",1800,1400,4,Reptile,LIGHT,Ogdoadic,https://images.ygoprodeck.com/images/cards_cropped/9400127.jpg,training_data_final/training_images/9400127.jpg,effect monster,9400127.jpg
15150365,White Magical Hat,Effect Monster,"When this card inflicts Battle Damage to your opponent's Life Points, your opponent discards 1 card randomly from his/her hand.",1000,700,3,Spellcaster,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/15150365.jpg,training_data_final/training_images/15150365.jpg,effect monster,15150365.jpg
11260714,Darklord Superbia,Effect Monster,"When this card is Special Summoned from the Graveyard: You can target 1 Fairy-Type monster in your Graveyard, except ""Darklord Superbia""; Special Summon that target.",2900,2400,8,Fairy,DARK,Darklord,https://images.ygoprodeck.com/images/cards_cropped/11260714.jpg,training_data_final/training_images/11260714.jpg,effect monster,11260714.jpg
14882493,"Gaia, the Polar Knight",Effect Monster,"You can only use each effect of ""Gaia, the Polar Knight"" once per turn.
● You can Tribute 1 other DARK monster; add 1 Level 4 LIGHT Warrior-Type monster from your Deck to your hand, then send 1 card from your hand to the Graveyard.
● You can banish 1 LIGHT monster from your Graveyard, then target 1 monster you control; it gains 500 ATK until the end of your opponent's turn.",1600,1200,4,Warrior,DARK,Gaia The Fierce Knight,https://images.ygoprodeck.com/images/cards_cropped/14882493.jpg,training_data_final/training_images/14882493.jpg,effect monster,14882493.jpg
39672388,Evolsaur Darwino,Effect Monster,"When this card is Special Summoned by the effect of an ""Evoltile"" monster: You can target 1 face-up monster on the field; increase that target's Level by up to 2.",2200,700,5,Dinosaur,FIRE,Evolsaur,https://images.ygoprodeck.com/images/cards_cropped/39672388.jpg,training_data_final/training_images/39672388.jpg,effect monster,39672388.jpg
31042659,Supreme Sovereign Serpent of Golgonda,Effect Monster,"While ""Great Sand Sea - Gold Golgonda"" is on the field, this card's original ATK becomes 3000. You can only use each of the following effects of ""Supreme Sovereign Serpent of Golgonda"" once per turn. While this card is in your hand or GY, if you control a face-up card in your Field Zone: You can Special Summon this card, but banish it when it leaves the field. If ""Great Sand Sea - Gold Golgonda"" on the field would be destroyed by card effect, you can banish 1 monster from your GY instead.",0,0,8,Reptile,FIRE,Unknown,https://images.ygoprodeck.com/images/cards_cropped/31042659.jpg,training_data_final/training_images/31042659.jpg,effect monster,31042659.jpg
39943352,Daidaratant the Ooze Giant,XYZ Pendulum Effect Monster,"[ Pendulum Effect ] 
You can target 1 Xyz Monster you control; attach this card to it as material. You can only use this effect of ""Daidaratant the Ooze Giant"" once per turn.
[ Monster Effect ] 
2 Level 4 monsters
If you can Pendulum Summon Level 4, you can Pendulum Summon this face-up card from your Extra Deck. You can detach 1 material from this card; place this card in your Pendulum Zone, then you can add 1 Pendulum Monster from your GY to the Extra Deck face-up. If this card in the Monster Zone is destroyed by battle or card effect: You can place this card in your Pendulum Zone. You can only use each effect of ""Daidaratant the Ooze Giant"" once per turn.",2400,400,4,Zombie,WATER,Unknown,https://images.ygoprodeck.com/images/cards_cropped/39943352.jpg,training_data_final/training_images/39943352.jpg,effect monster,39943352.jpg
44178886,"Ehren, Lightsworn Monk",Effect Monster,"If this card attacks a Defense Position monster, before damage calculation: Shuffle that monster into the Deck. Once per turn, during your End Phase: Send the top 3 cards of your Deck to the Graveyard.",1600,1000,4,Warrior,LIGHT,Lightsworn,https://images.ygoprodeck.com/images/cards_cropped/44178886.jpg,training_data_final/training_images/44178886.jpg,effect monster,44178886.jpg
49477180,Vendread Striges,Effect Monster,"If this card is sent to the GY: You can reveal 1 ""Vendread"" card in your hand; Special Summon this card, but banish it when it leaves the field. A ""Vendread"" monster Ritual Summoned using this card on the field gains the following effect. You can only use each of the preceding effects of ""Vendread Striges"" once per turn.
● After damage calculation, if this card battled an opponent's monster: You can draw 1 card, then discard 1 card.",500,2000,2,Zombie,DARK,Vendread,https://images.ygoprodeck.com/images/cards_cropped/49477180.jpg,training_data_final/training_images/49477180.jpg,effect monster,49477180.jpg
94076521,Cartorhyn the Hidden Gem of the Seafront,Effect Monster,"You can discard this card; you can Normal Summon 1 EARTH or WATER monster during your Main Phase this turn, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) If you control an EARTH and WATER monster(s), while this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Cartorhyn the Hidden Gem of the Seafront"" once per turn.",500,1600,2,Rock,WATER,Unknown,https://images.ygoprodeck.com/images/cards_cropped/94076521.jpg,training_data_final/training_images/94076521.jpg,effect monster,94076521.jpg
65303664,"Yellow Baboon, Archer of the Forest",Effect Monster,"When a Beast-Type monster you control is destroyed by battle and sent to the Graveyard, you can remove from play 2 Beast-Type monsters in your Graveyard to Special Summon this card from your hand.",2600,1800,7,Beast,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/65303664.jpg,training_data_final/training_images/65303664.jpg,effect monster,65303664.jpg
7409792,Dynatherium,Effect Monster,"You can Special Summon this card (from your hand). You can only Special Summon ""Dynatherium"" once per turn this way. When Summoned this way: Your opponent can target 1 Level 4 monster in either player's Graveyard; they Special Summon that target to their side of the field.",1600,600,4,Beast,WIND,Unknown,https://images.ygoprodeck.com/images/cards_cropped/7409792.jpg,training_data_final/training_images/7409792.jpg,effect monster,7409792.jpg
34620088,Gimmick Puppet Shadow Feeler,Effect Monster,"Cannot be destroyed by battle. When you take battle damage from an opponent's direct attack while this card is in your Graveyard: You can Special Summon this card from your Graveyard in face-up Attack Position, and if you do, take 1000 damage. You can only use this effect of ""Gimmick Puppet Shadow Feeler"" once per turn. If this card is an Xyz Material and would be sent to the Graveyard, banish it instead.",1000,1000,8,Machine,DARK,Gimmick Puppet,https://images.ygoprodeck.com/images/cards_cropped/34620088.jpg,training_data_final/training_images/34620088.jpg,effect monster,34620088.jpg
69750546,Volcanic Scattershot,Effect Monster,"If this card is sent to the Graveyard: Inflict 500 damage to your opponent. If this card is sent to the Graveyard by the effect of a ""Blaze Accelerator"" card: You can send 2 ""Volcanic Scattershots"" from your hand and/or Deck to the Graveyard; destroy all monsters your opponent controls.",500,0,2,Pyro,FIRE,Volcanic,https://images.ygoprodeck.com/images/cards_cropped/69750546.jpg,training_data_final/training_images/69750546.jpg,effect monster,69750546.jpg
58092907,Performapal Celestial Magician,Pendulum Effect Monster,"[ Pendulum Effect ] 
When exactly 1 face-up Fusion, Synchro, or Xyz Monster you control that was Special Summoned from the Extra Deck is destroyed by battle, or an opponent's card effect: You can Special Summon that destroyed monster, then destroy this card. You can only use this effect of ""Performapal Celestial Magician"" once per turn.
[ Monster Effect ] 
During your Main Phase, if this card was Normal or Special Summoned this turn: You can apply the following effect(s) for the rest of this turn, based on the other monsters you currently control.
● Fusion: This card can attack directly.
● Synchro: Your opponent cannot activate monster effects.
● Xyz: This card's ATK becomes double its original ATK.
● Pendulum: During the End Phase, add 1 Pendulum Monster from your Deck to your hand.
You can only use this effect of ""Performapal Celestial Magician"" once per turn.",1500,1000,4,Spellcaster,DARK,Performapal,https://images.ygoprodeck.com/images/cards_cropped/58092907.jpg,training_data_final/training_images/58092907.jpg,effect monster,58092907.jpg
63175639,Fool of Prophecy,Effect Monster,"Once per turn: You can send 1 ""Spellbook"" Spell Card from your Deck to the Graveyard. During the End Phase of the turn this card activated this effect: You can Tribute this card; Special Summon 1 Level 5 or higher DARK Spellcaster-Type monster from your Deck. You must have 5 or more ""Spellbook"" Spell Cards with different names in your Graveyard to activate and to resolve this effect.",1600,900,3,Spellcaster,EARTH,Spellbook,https://images.ygoprodeck.com/images/cards_cropped/63175639.jpg,training_data_final/training_images/63175639.jpg,effect monster,63175639.jpg
21051146,Blast Magician,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. You can remove any number of Spell Counters from this card, then target 1 face-up monster on the field with ATK less than or equal to the number of counters you removed x 700; destroy that target.",1400,1700,4,Spellcaster,FIRE,Unknown,https://images.ygoprodeck.com/images/cards_cropped/21051146.jpg,training_data_final/training_images/21051146.jpg,effect monster,21051146.jpg
17827173,Floowandereeze & Toccan,Effect Monster,"If this face-up card would leave the field, banish it instead. You can only use each of the following effects of ""Floowandereeze & Toccan"" once per turn, and cannot Special Summon during the turn you activate either effect. If this card is Normal Summoned: You can target 1 of your banished ""Floowandereeze"" cards; add it to your hand, then immediately after this effect resolves, you can Normal Summon 1 Winged Beast monster. If a Winged Beast monster is Normal Summoned to your field while this card is banished: You can add this card to your hand.",500,1300,1,Winged Beast,WIND,Floowandereeze,https://images.ygoprodeck.com/images/cards_cropped/17827173.jpg,training_data_final/training_images/17827173.jpg,effect monster,17827173.jpg
80304126,Magician's Valkyria,Effect Monster,"Monsters your opponent controls cannot target face-up Spellcaster-Type monsters for attacks, except this one.",1600,1800,4,Spellcaster,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/80304126.jpg,training_data_final/training_images/80304126.jpg,effect monster,80304126.jpg
13839120,Yellow Gadget,Effect Monster,"When this card is Normal or Special Summoned: You can add 1 ""Green Gadget"" from your Deck to your hand.",1200,1200,4,Machine,EARTH,Gadget,https://images.ygoprodeck.com/images/cards_cropped/13839120.jpg,training_data_final/training_images/13839120.jpg,effect monster,13839120.jpg
56240989,Evoltile Casinerio,Effect Monster,"At the end of the Battle Phase, if this card destroyed an opponent's monster by battle: You can Tribute this card; Special Summon 2 Level 6 or lower FIRE Dinosaur-Type monsters with the same name from your Deck. Their effects are negated and they are banished during the End Phase.",1600,400,3,Reptile,FIRE,Evoltile,https://images.ygoprodeck.com/images/cards_cropped/56240989.jpg,training_data_final/training_images/56240989.jpg,effect monster,56240989.jpg
